,countyFIPS,stateFIPS,date,Confirmed_cases
24372,46033,46,08-02-2021,2.99
24373,46035,46,08-02-2021,14.8
24374,46037,46,08-02-2021,0.95
24375,46039,46,08-02-2021,0.96
24376,46041,46,08-02-2021,42.94
24377,46043,46,08-02-2021,0.97
24378,46045,46,08-02-2021,0.97
24379,46047,46,08-02-2021,4.05
24380,46049,46,08-02-2021,0.99
24381,46051,46,08-02-2021,4.13
24382,46053,46,08-02-2021,0.95
24383,46055,46,08-02-2021,0.95
24384,46057,46,08-02-2021,0.96
24385,46059,46,08-02-2021,0.96
24386,46061,46,08-02-2021,0.98
24387,46063,46,08-02-2021,0.97
24388,46065,46,08-02-2021,15.84
24389,46067,46,08-02-2021,4.06
24390,46069,46,08-02-2021,0.97
24391,46071,46,08-02-2021,35.22
24392,46073,46,08-02-2021,0.98
24393,46075,46,08-02-2021,1.02
24394,46077,46,08-02-2021,0.96
24395,46079,46,08-02-2021,3.45
24396,46081,46,08-02-2021,14.19
24397,46083,46,08-02-2021,187.38
24398,46085,46,08-02-2021,1.1
24399,46087,46,08-02-2021,3.24
24400,46089,46,08-02-2021,0.98
24401,46091,46,08-02-2021,0.97
24402,46093,46,08-02-2021,19.74
24403,46095,46,08-02-2021,35.38
24404,46097,46,08-02-2021,0.95
24405,46099,46,08-02-2021,528.93
24406,46101,46,08-02-2021,3.04
24407,46102,46,08-02-2021,34.93
24408,46103,46,08-02-2021,73.76
24409,46105,46,08-02-2021,0.96
24410,46107,46,08-02-2021,0.97
24411,46109,46,08-02-2021,2.93
24412,46111,46,08-02-2021,0.97
24413,46115,46,08-02-2021,0.97
24414,46117,46,08-02-2021,0.97
24415,46119,46,08-02-2021,0.96
24416,46121,46,08-02-2021,36
24417,46123,46,08-02-2021,0.97
24418,46125,46,08-02-2021,4.14
24419,46127,46,08-02-2021,7.05
24420,46129,46,08-02-2021,0.95
24421,46135,46,08-02-2021,14.07
24422,46137,46,08-02-2021,35.51
24423,47001,47,08-02-2021,421.92
24424,47003,47,08-02-2021,144.37
24425,47005,47,08-02-2021,57.43
24426,47007,47,08-02-2021,7.32
24427,47009,47,08-02-2021,1080.77
24428,47011,47,08-02-2021,689.45
24429,47013,47,08-02-2021,114.76
24430,47015,47,08-02-2021,19.54
24431,47017,47,08-02-2021,85
24432,47019,47,08-02-2021,206.63
24433,47021,47,08-02-2021,299.47
24434,47023,47,08-02-2021,62.94
24435,47025,47,08-02-2021,128.21
24436,47027,47,08-02-2021,4.16
24437,47029,47,08-02-2021,108.82
24438,47031,47,08-02-2021,289.55
24439,47033,47,08-02-2021,26.27
24440,47035,47,08-02-2021,230.78
24441,47037,47,08-02-2021,8896.63
24442,47039,47,08-02-2021,14.41
24443,47041,47,08-02-2021,41.76
24444,47043,47,08-02-2021,333.65
24445,47045,47,08-02-2021,86.21
24446,47047,47,08-02-2021,1201.81
24447,47049,47,08-02-2021,50.85
24448,47051,47,08-02-2021,187.45
24449,47053,47,08-02-2021,178.69
24450,47055,47,08-02-2021,75.44
24451,47057,47,08-02-2021,56.58
24452,47059,47,08-02-2021,193.97
24453,47061,47,08-02-2021,12.79
24454,47063,47,08-02-2021,217.72
24455,47065,47,08-02-2021,2572.06
24456,47067,47,08-02-2021,1.48
24457,47069,47,08-02-2021,79.86
24458,47071,47,08-02-2021,76.36
24459,47073,47,08-02-2021,189.92
24460,47075,47,08-02-2021,1171.25
24461,47077,47,08-02-2021,62.04
24462,47079,47,08-02-2021,134.77
24463,47081,47,08-02-2021,70.95
24464,47083,47,08-02-2021,4.12
24465,47085,47,08-02-2021,49.3
24466,47087,47,08-02-2021,13
24467,47089,47,08-02-2021,277.76
24468,47091,47,08-02-2021,55.55
24469,47093,47,08-02-2021,5835.67
24470,47095,47,08-02-2021,1.51
24471,47097,47,08-02-2021,87.35
24472,47099,47,08-02-2021,98.35
24473,47101,47,08-02-2021,12.52
24474,47103,47,08-02-2021,196.62
24475,47105,47,08-02-2021,470.11
24476,47107,47,08-02-2021,285.17
24477,47109,47,08-02-2021,59.9
24478,47111,47,08-02-2021,71.03
24479,47113,47,08-02-2021,594.6
24480,47115,47,08-02-2021,77.07
24481,47117,47,08-02-2021,185.62
24482,47119,47,08-02-2021,1525.15
24483,47121,47,08-02-2021,13.63
24484,47123,47,08-02-2021,123.2
24485,47125,47,08-02-2021,1612.38
24486,47127,47,08-02-2021,2.88
24487,47129,47,08-02-2021,47.19
24488,47131,47,08-02-2021,125.01
24489,47133,47,08-02-2021,46.85
24490,47135,47,08-02-2021,1.36
24491,47137,47,08-02-2021,1.21
24492,47139,47,08-02-2021,56.1
24493,47141,47,08-02-2021,408.16
24494,47143,47,08-02-2021,100.64
24495,47145,47,08-02-2021,267.01
24496,47147,47,08-02-2021,593.6
24497,47149,47,08-02-2021,3633.08
24498,47151,47,08-02-2021,54.12
24499,47153,47,08-02-2021,19.45
24500,47155,47,08-02-2021,1365
24501,47157,47,08-02-2021,16942.39
24502,47159,47,08-02-2021,49.15
24503,47161,47,08-02-2021,11.45
24504,47163,47,08-02-2021,1103.63
24505,47165,47,08-02-2021,2501.81
24506,47167,47,08-02-2021,473.95
24507,47169,47,08-02-2021,10.4
24508,47171,47,08-02-2021,31.87
24509,47173,47,08-02-2021,34.71
24510,47175,47,08-02-2021,1.29
24511,47177,47,08-02-2021,102.52
24512,47179,47,08-02-2021,1130.33
24513,47181,47,08-02-2021,21.52
24514,47183,47,08-02-2021,100.77
24515,47185,47,08-02-2021,91.29
24516,47187,47,08-02-2021,3174.9
24517,47189,47,08-02-2021,1260.56
24518,48001,48,08-02-2021,3240.43
24519,48003,48,08-02-2021,502.18
24520,48005,48,08-02-2021,4221.11
24521,48007,48,08-02-2021,1031.42
24522,48009,48,08-02-2021,0.77
24523,48011,48,08-02-2021,2
24524,48013,48,08-02-2021,2102.74
24525,48015,48,08-02-2021,1129.23
24526,48017,48,08-02-2021,4.72
24527,48019,48,08-02-2021,814.39
24528,48021,48,08-02-2021,3673.03
24529,48023,48,08-02-2021,4.71
24530,48025,48,08-02-2021,1441.42
24531,48027,48,08-02-2021,32645.19
24532,48029,48,08-02-2021,151415.71
24533,48031,48,08-02-2021,41.98
24534,48033,48,08-02-2021,2.01
24535,48035,48,08-02-2021,580.43
24536,48037,48,08-02-2021,4169.69
24537,48039,48,08-02-2021,28625.96
24538,48041,48,08-02-2021,17292.01
24539,48043,48,08-02-2021,20.33
24540,48045,48,08-02-2021,4.71
24541,48047,48,08-02-2021,4.72
24542,48049,48,08-02-2021,1291.99
24543,48051,48,08-02-2021,1055.91
24544,48053,48,08-02-2021,2208.69
24545,48055,48,08-02-2021,1754.68
24546,48057,48,08-02-2021,839.95
24547,48059,48,08-02-2021,301.56
24548,48061,48,08-02-2021,33431.18
24549,48063,48,08-02-2021,215.41
24550,48065,48,08-02-2021,1.95
24551,48067,48,08-02-2021,1082.58
24552,48069,48,08-02-2021,4.72
24553,48071,48,08-02-2021,2141.5
24554,48073,48,08-02-2021,2066.67
24555,48075,48,08-02-2021,4.71
24556,48077,48,08-02-2021,41.67
24557,48079,48,08-02-2021,4.72
24558,48081,48,08-02-2021,4.65
24559,48083,48,08-02-2021,4.71
24560,48085,48,08-02-2021,54368.13
24561,48087,48,08-02-2021,4.71
24562,48089,48,08-02-2021,589.43
24563,48091,48,08-02-2021,7778.82
24564,48093,48,08-02-2021,245.84
24565,48095,48,08-02-2021,4.72
24566,48097,48,08-02-2021,2092.23
24567,48099,48,08-02-2021,4022.33
24568,48101,48,08-02-2021,4.71
24569,48103,48,08-02-2021,1.96
24570,48105,48,08-02-2021,4.66
24571,48107,48,08-02-2021,4.72
24572,48109,48,08-02-2021,4.72
24573,48111,48,08-02-2021,4.65
24574,48113,48,08-02-2021,154165.19
24575,48115,48,08-02-2021,133.2
24576,48117,48,08-02-2021,795.98
24577,48119,48,08-02-2021,4.71
24578,48121,48,08-02-2021,58092.31
24579,48123,48,08-02-2021,679.93
24580,48125,48,08-02-2021,4.71
24581,48127,48,08-02-2021,42.4
24582,48129,48,08-02-2021,4.71
24583,48131,48,08-02-2021,42.57
24584,48133,48,08-02-2021,528.11
24585,48135,48,08-02-2021,9526.87
24586,48137,48,08-02-2021,4.72
24587,48139,48,08-02-2021,10455.27
24588,48141,48,08-02-2021,65243.54
24589,48143,48,08-02-2021,1625.37
24590,48145,48,08-02-2021,338.14
24591,48147,48,08-02-2021,1071.2
24592,48149,48,08-02-2021,958.67
24593,48151,48,08-02-2021,4.71
24594,48153,48,08-02-2021,4.72
24595,48155,48,08-02-2021,4.71
24596,48157,48,08-02-2021,56132.14
24597,48159,48,08-02-2021,42.71
24598,48161,48,08-02-2021,477.1
24599,48163,48,08-02-2021,1070.3
24600,48165,48,08-02-2021,710.37
24601,48167,48,08-02-2021,32549.69
24602,48169,48,08-02-2021,4.59
24603,48171,48,08-02-2021,1066.88
24604,48173,48,08-02-2021,1.83
24605,48175,48,08-02-2021,2.07
24606,48177,48,08-02-2021,652.02
24607,48179,48,08-02-2021,956.05
24608,48181,48,08-02-2021,11288.34
24609,48183,48,08-02-2021,11736.91
24610,48185,48,08-02-2021,1170.08
24611,48187,48,08-02-2021,13223.35
24612,48189,48,08-02-2021,1580.23
24613,48191,48,08-02-2021,4.71
24614,48193,48,08-02-2021,4.71
24615,48195,48,08-02-2021,2.01
24616,48197,48,08-02-2021,4.71
24617,48199,48,08-02-2021,2539.53
24618,48201,48,08-02-2021,404514.98
24619,48203,48,08-02-2021,3009.06
24620,48205,48,08-02-2021,1.83
24621,48207,48,08-02-2021,4.71
24622,48209,48,08-02-2021,15171.7
24623,48211,48,08-02-2021,1.96
24624,48213,48,08-02-2021,3721.78
24625,48215,48,08-02-2021,74711.24
24626,48217,48,08-02-2021,1125.04
24627,48219,48,08-02-2021,929.32
24628,48221,48,08-02-2021,2555.88
24629,48223,48,08-02-2021,1157.81
24630,48225,48,08-02-2021,924.25
24631,48227,48,08-02-2021,1277.06
24632,48229,48,08-02-2021,4.72
24633,48231,48,08-02-2021,4025.45
24634,48233,48,08-02-2021,771.57
24635,48235,48,08-02-2021,1.96
24636,48237,48,08-02-2021,6.27
24637,48239,48,08-02-2021,351.16
24638,48241,48,08-02-2021,1224.06
24639,48243,48,08-02-2021,4.71
24640,48245,48,08-02-2021,26055.39
24641,48247,48,08-02-2021,4.72
24642,48249,48,08-02-2021,2265.65
24643,48251,48,08-02-2021,13567.18
24644,48253,48,08-02-2021,1209.96
24645,48255,48,08-02-2021,526.56
24646,48257,48,08-02-2021,13119.69
24647,48259,48,08-02-2021,2339.95
24648,48261,48,08-02-2021,4.66
24649,48263,48,08-02-2021,4.65
24650,48265,48,08-02-2021,2140.75
24651,48267,48,08-02-2021,4.71
24652,48269,48,08-02-2021,2
24653,48271,48,08-02-2021,4.72
24654,48273,48,08-02-2021,1233.89
24655,48275,48,08-02-2021,4.71
24656,48277,48,08-02-2021,2417.04
24657,48279,48,08-02-2021,250.01
24658,48281,48,08-02-2021,836.28
24659,48283,48,08-02-2021,3.54
24660,48285,48,08-02-2021,758.33
24661,48287,48,08-02-2021,512.29
24662,48289,48,08-02-2021,423.79
24663,48291,48,08-02-2021,3700.62
24664,48293,48,08-02-2021,956.46
24665,48295,48,08-02-2021,2.01
24666,48297,48,08-02-2021,46.71
24667,48299,48,08-02-2021,792.1
24668,48301,48,08-02-2021,1.83
24669,48303,48,08-02-2021,32653.14
24670,48305,48,08-02-2021,4.72
24671,48307,48,08-02-2021,4.58
24672,48309,48,08-02-2021,19808.9
24673,48311,48,08-02-2021,1.88
24674,48313,48,08-02-2021,110.21
24675,48315,48,08-02-2021,3.66
24676,48317,48,08-02-2021,2.01
24677,48319,48,08-02-2021,4.65
24678,48321,48,08-02-2021,1141.63
24679,48323,48,08-02-2021,2641.35
24680,48325,48,08-02-2021,2406.45
24681,48327,48,08-02-2021,4.71
24682,48329,48,08-02-2021,14364.44
24683,48331,48,08-02-2021,963.93
24684,48333,48,08-02-2021,4.71
24685,48335,48,08-02-2021,6.36
24686,48337,48,08-02-2021,777.33
24687,48339,48,08-02-2021,36450.26
24688,48341,48,08-02-2021,1023.51
24689,48343,48,08-02-2021,178.06
24690,48345,48,08-02-2021,4.71
24691,48347,48,08-02-2021,2989.84
24692,48349,48,08-02-2021,1910.56
24693,48351,48,08-02-2021,214.78
24694,48353,48,08-02-2021,383.02
24695,48355,48,08-02-2021,32277.67
24696,48357,48,08-02-2021,38.06
24697,48359,48,08-02-2021,2.06
24698,48361,48,08-02-2021,3883
24699,48363,48,08-02-2021,1230.46
24700,48365,48,08-02-2021,1010.65
24701,48367,48,08-02-2021,11834.49
24702,48369,48,08-02-2021,40.9
24703,48371,48,08-02-2021,441.09
24704,48373,48,08-02-2021,2052
24705,48375,48,08-02-2021,11680.67
24706,48377,48,08-02-2021,4.72
24707,48379,48,08-02-2021,41.38
24708,48381,48,08-02-2021,12332.38
24709,48383,48,08-02-2021,1.83
24710,48385,48,08-02-2021,4.71
24711,48387,48,08-02-2021,216.32
24712,48389,48,08-02-2021,83.88
24713,48391,48,08-02-2021,4.72
24714,48393,48,08-02-2021,1.95
24715,48395,48,08-02-2021,397.69
24716,48397,48,08-02-2021,5874.85
24717,48399,48,08-02-2021,43.8
24718,48401,48,08-02-2021,2104.5
24719,48403,48,08-02-2021,40.12
24720,48405,48,08-02-2021,4.71
24721,48407,48,08-02-2021,1073.26
24722,48409,48,08-02-2021,3287.09
24723,48411,48,08-02-2021,4.71
24724,48413,48,08-02-2021,4.72
24725,48415,48,08-02-2021,428.45
24726,48417,48,08-02-2021,2
24727,48419,48,08-02-2021,991.2
24728,48421,48,08-02-2021,4.65
24729,48423,48,08-02-2021,21255.15
24730,48425,48,08-02-2021,0.61
24731,48427,48,08-02-2021,2888.45
24732,48429,48,08-02-2021,40.54
24733,48431,48,08-02-2021,2.01
24734,48433,48,08-02-2021,4.71
24735,48435,48,08-02-2021,1.88
24736,48437,48,08-02-2021,4.71
24737,48439,48,08-02-2021,154576.48
24738,48441,48,08-02-2021,12987.52
24739,48443,48,08-02-2021,4.72
24740,48445,48,08-02-2021,119.17
24741,48447,48,08-02-2021,4.71
24742,48449,48,08-02-2021,1248.6
24743,48451,48,08-02-2021,11072.63
24744,48453,48,08-02-2021,68835.08
24745,48455,48,08-02-2021,254.57
24746,48457,48,08-02-2021,727.87
24747,48459,48,08-02-2021,2046.82
24748,48461,48,08-02-2021,1.88
24749,48463,48,08-02-2021,1140.88
24750,48465,48,08-02-2021,2072.65
24751,48467,48,08-02-2021,2691.79
24752,48469,48,08-02-2021,4258.25
24753,48471,48,08-02-2021,4352.26
24754,48473,48,08-02-2021,2135.43
24755,48475,48,08-02-2021,46.25
24756,48477,48,08-02-2021,1119.73
24757,48479,48,08-02-2021,33216.2
24758,48481,48,08-02-2021,1782.48
24759,48483,48,08-02-2021,2.01
24760,48485,48,08-02-2021,12068.35
24761,48487,48,08-02-2021,210.36
24762,48489,48,08-02-2021,660.16
24763,48491,48,08-02-2021,34938.86
24764,48493,48,08-02-2021,2093.78
24765,48495,48,08-02-2021,0.55
24766,48497,48,08-02-2021,3412.17
24767,48499,48,08-02-2021,2328.39
24768,48501,48,08-02-2021,0.58
24769,48503,48,08-02-2021,538.79
24770,48505,48,08-02-2021,240.46
24771,48507,48,08-02-2021,99.19
24772,49001,49,08-02-2021,0.96
24773,49003,49,08-02-2021,186.74
24774,49005,49,08-02-2021,152.47
24775,49007,49,08-02-2021,17.24
24776,49009,49,08-02-2021,0.5
24777,49011,49,08-02-2021,3494.63
24778,49013,49,08-02-2021,5.44
24779,49015,49,08-02-2021,3.48
24780,49017,49,08-02-2021,1.5
24781,49019,49,08-02-2021,1.33
24782,49021,49,08-02-2021,89.92
24783,49023,49,08-02-2021,8.85
24784,49025,49,08-02-2021,0.94
24785,49027,49,08-02-2021,4.2
24786,49029,49,08-02-2021,9.89
24787,49031,49,08-02-2021,0.48
24788,49033,49,08-02-2021,0.43
24789,49035,49,08-02-2021,7211.15
24790,49037,49,08-02-2021,9.2
24791,49039,49,08-02-2021,51.38
24792,49041,49,08-02-2021,15.78
24793,49043,49,08-02-2021,162.72
24794,49045,49,08-02-2021,212.81
24795,49047,49,08-02-2021,107.45
24796,49049,49,08-02-2021,3405.43
24797,49051,49,08-02-2021,61.7
24798,49053,49,08-02-2021,239.71
24799,49055,49,08-02-2021,0.66
24800,49057,49,08-02-2021,1088.93
24801,50001,50,08-02-2021,26.82
24802,50003,50,08-02-2021,17.23
24803,50005,50,08-02-2021,17.69
24804,50007,50,08-02-2021,218.36
24805,50009,50,08-02-2021,0.2
24806,50011,50,08-02-2021,29.76
24807,50013,50,08-02-2021,0.83
24808,50015,50,08-02-2021,27.28
24809,50017,50,08-02-2021,8.63
24810,50019,50,08-02-2021,8.36
24811,50021,50,08-02-2021,53.49
24812,50023,50,08-02-2021,69.93
24813,50025,50,08-02-2021,25.12
24814,50027,50,08-02-2021,57.51
24815,51001,51,08-02-2021,122.96
24816,51003,51,08-02-2021,996.1
24817,51005,51,08-02-2021,42.76
24818,51007,51,08-02-2021,16.8
24819,51009,51,08-02-2021,189.96
24820,51011,51,08-02-2021,29.43
24821,51013,51,08-02-2021,3901.89
24822,51015,51,08-02-2021,806.7
24823,51017,51,08-02-2021,1.97
24824,51019,51,08-02-2021,831.13
24825,51021,51,08-02-2021,1.95
24826,51023,51,08-02-2021,271.99
24827,51025,51,08-02-2021,39.94
24828,51027,51,08-02-2021,64.59
24829,51029,51,08-02-2021,49.07
24830,51031,51,08-02-2021,276.51
24831,51033,51,08-02-2021,314.85
24832,51035,51,08-02-2021,124.66
24833,51036,51,08-02-2021,2.39
24834,51037,51,08-02-2021,19.38
24835,51041,51,08-02-2021,5353.45
24836,51043,51,08-02-2021,40.09
24837,51045,51,08-02-2021,1.64
24838,51047,51,08-02-2021,972.78
24839,51049,51,08-02-2021,4.96
24840,51051,51,08-02-2021,25.41
24841,51053,51,08-02-2021,296.57
24842,51057,51,08-02-2021,9.54
24843,51059,51,08-02-2021,19699.2
24844,51061,51,08-02-2021,1472.14
24845,51063,51,08-02-2021,47.45
24846,51065,51,08-02-2021,383.81
24847,51067,51,08-02-2021,561.53
24848,51069,51,08-02-2021,788.69
24849,51071,51,08-02-2021,44.29
24850,51073,51,08-02-2021,399.38
24851,51075,51,08-02-2021,385.87
24852,51077,51,08-02-2021,49.25
24853,51079,51,08-02-2021,237.56
24854,51081,51,08-02-2021,7.44
24855,51083,51,08-02-2021,129.96
24856,51085,51,08-02-2021,1327.44
24857,51087,51,08-02-2021,4169.14
24858,51089,51,08-02-2021,207.47
24859,51091,51,08-02-2021,1.67
24860,51093,51,08-02-2021,435.1
24861,51095,51,08-02-2021,1008.39
24862,51097,51,08-02-2021,2.87
24863,51099,51,08-02-2021,331.6
24864,51101,51,08-02-2021,232.06
24865,51103,51,08-02-2021,7.26
24866,51105,51,08-02-2021,104.2
24867,51107,51,08-02-2021,7191.14
24868,51109,51,08-02-2021,397.07
24869,51111,51,08-02-2021,14.8
24870,51113,51,08-02-2021,34.25
24871,51115,51,08-02-2021,2.26
24872,51117,51,08-02-2021,125.05
24873,51119,51,08-02-2021,5.96
24874,51121,51,08-02-2021,857.37
24875,51125,51,08-02-2021,245.03
24876,51127,51,08-02-2021,360.75
24877,51131,51,08-02-2021,22.72
24878,51133,51,08-02-2021,14.67
24879,51135,51,08-02-2021,59.68
24880,51137,51,08-02-2021,300.87
24881,51139,51,08-02-2021,103.68
24882,51141,51,08-02-2021,36.45
24883,51143,51,08-02-2021,330.37
24884,51145,51,08-02-2021,322.76
24885,51147,51,08-02-2021,84.57
24886,51149,51,08-02-2021,731.76
24887,51153,51,08-02-2021,11252.22
24888,51155,51,08-02-2021,152.96
24889,51157,51,08-02-2021,2.16
24890,51159,51,08-02-2021,8.09
24891,51161,51,08-02-2021,1319.37
24892,51163,51,08-02-2021,139.55
24893,51165,51,08-02-2021,789.89
24894,51167,51,08-02-2021,102.99
24895,51169,51,08-02-2021,59.54
24896,51171,51,08-02-2021,290.84
24897,51173,51,08-02-2021,116.56
24898,51175,51,08-02-2021,219.15
24899,51177,51,08-02-2021,1070.23
24900,51179,51,08-02-2021,1094.41
24901,51181,51,08-02-2021,1.79
24902,51183,51,08-02-2021,8.74
24903,51185,51,08-02-2021,140.07
24904,51187,51,08-02-2021,442.39
24905,51191,51,08-02-2021,238.99
24906,51193,51,08-02-2021,779.46
24907,51195,51,08-02-2021,140.37
24908,51197,51,08-02-2021,116.86
24909,51199,51,08-02-2021,973.02
24910,51510,51,08-02-2021,1937.66
24911,51520,51,08-02-2021,171.98
24912,51530,51,08-02-2021,1.88
24913,51540,51,08-02-2021,341.14
24914,51550,51,08-02-2021,2588.58
24915,51570,51,08-02-2021,732.43
24916,51580,51,08-02-2021,2.31
24917,51590,51,08-02-2021,150.55
24918,51595,51,08-02-2021,8.33
24919,51600,51,08-02-2021,390.05
24920,51610,51,08-02-2021,26.39
24921,51620,51,08-02-2021,8.71
24922,51630,51,08-02-2021,293.76
24923,51640,51,08-02-2021,8.15
24924,51650,51,08-02-2021,1230.31
24925,51660,51,08-02-2021,264.6
24926,51670,51,08-02-2021,455.65
24927,51678,51,08-02-2021,2.87
24928,51680,51,08-02-2021,406.08
24929,51683,51,08-02-2021,614.27
24930,51685,51,08-02-2021,62.45
24931,51690,51,08-02-2021,28.94
24932,51700,51,08-02-2021,1338.78
24933,51710,51,08-02-2021,1908.5
24934,51720,51,08-02-2021,5.37
24935,51730,51,08-02-2021,148.85
24936,51735,51,08-02-2021,8.07
24937,51740,51,08-02-2021,677.27
24938,51750,51,08-02-2021,589.87
24939,51760,51,08-02-2021,1860.13
24940,51770,51,08-02-2021,548.13
24941,51775,51,08-02-2021,179.92
24942,51790,51,08-02-2021,175.13
24943,51800,51,08-02-2021,872.08
24944,51810,51,08-02-2021,12292.72
24945,51820,51,08-02-2021,76.84
24946,51830,51,08-02-2021,31.46
24947,51840,51,08-02-2021,334.1
24948,53001,53,08-02-2021,49
24949,53003,53,08-02-2021,75.78
24950,53005,53,08-02-2021,1214.17
24951,53007,53,08-02-2021,261.18
24952,53009,53,08-02-2021,264.36
24953,53011,53,08-02-2021,6875.67
24954,53013,53,08-02-2021,2.97
24955,53015,53,08-02-2021,293.01
24956,53017,53,08-02-2021,318.74
24957,53019,53,08-02-2021,1.1
24958,53021,53,08-02-2021,360.41
24959,53023,53,08-02-2021,2.93
24960,53025,53,08-02-2021,312.49
24961,53027,53,08-02-2021,545.5
24962,53029,53,08-02-2021,770.25
24963,53031,53,08-02-2021,198.4
24964,53033,53,08-02-2021,54373.44
24965,53035,53,08-02-2021,1746.36
24966,53037,53,08-02-2021,173.85
24967,53039,53,08-02-2021,118.06
24968,53041,53,08-02-2021,267.02
24969,53043,53,08-02-2021,41.7
24970,53045,53,08-02-2021,394.02
24971,53047,53,08-02-2021,46.96
24972,53049,53,08-02-2021,43.72
24973,53051,53,08-02-2021,16.35
24974,53053,53,08-02-2021,11577.5
24975,53055,53,08-02-2021,34.12
24976,53057,53,08-02-2021,360.26
24977,53059,53,08-02-2021,14.4
24978,53061,53,08-02-2021,11675.68
24979,53063,53,08-02-2021,4097.84
24980,53065,53,08-02-2021,69.42
24981,53067,53,08-02-2021,2413.35
24982,53069,53,08-02-2021,2.96
24983,53071,53,08-02-2021,329.53
24984,53073,53,08-02-2021,1224.08
24985,53075,53,08-02-2021,95.8
24986,53077,53,08-02-2021,1475.16
24987,54001,54,08-02-2021,8.85
24988,54003,54,08-02-2021,303.74
24989,54005,54,08-02-2021,17.02
24990,54007,54,08-02-2021,8.84
24991,54009,54,08-02-2021,72.32
24992,54011,54,08-02-2021,668.31
24993,54013,54,08-02-2021,0.72
24994,54015,54,08-02-2021,0.83
24995,54017,54,08-02-2021,3.55
24996,54019,54,08-02-2021,33.04
24997,54021,54,08-02-2021,1.39
24998,54023,54,08-02-2021,4.2
24999,54025,54,08-02-2021,23.8
25000,54027,54,08-02-2021,80.79
25001,54029,54,08-02-2021,22.4
25002,54031,54,08-02-2021,8.6
25003,54033,54,08-02-2021,683.54
25004,54035,54,08-02-2021,17.31
25005,54037,54,08-02-2021,317.83
25006,54039,54,08-02-2021,557.9
25007,54041,54,08-02-2021,7.93
25008,54043,54,08-02-2021,51.15
25009,54045,54,08-02-2021,16.08
25010,54047,54,08-02-2021,411.4
25011,54049,54,08-02-2021,92.87
25012,54051,54,08-02-2021,25
25013,54053,54,08-02-2021,18.95
25014,54055,54,08-02-2021,136.97
25015,54057,54,08-02-2021,15.91
25016,54059,54,08-02-2021,332.95
25017,54061,54,08-02-2021,280.66
25018,54063,54,08-02-2021,8.44
25019,54065,54,08-02-2021,13.08
25020,54067,54,08-02-2021,19.45
25021,54069,54,08-02-2021,30.79
25022,54071,54,08-02-2021,0.57
25023,54073,54,08-02-2021,3.38
25024,54075,54,08-02-2021,0.49
25025,54077,54,08-02-2021,34.36
25026,54079,54,08-02-2021,371.74
25027,54081,54,08-02-2021,617.66
25028,54083,54,08-02-2021,18.01
25029,54085,54,08-02-2021,0.66
25030,54087,54,08-02-2021,8.31
25031,54089,54,08-02-2021,6.99
25032,54091,54,08-02-2021,8.33
25033,54093,54,08-02-2021,0.62
25034,54095,54,08-02-2021,0.99
25035,54097,54,08-02-2021,22.9
25036,54099,54,08-02-2021,32.49
25037,54101,54,08-02-2021,253.37
25038,54103,54,08-02-2021,7.9
25039,54105,54,08-02-2021,0.89
25040,54107,54,08-02-2021,617.41
25041,54109,54,08-02-2021,16.82
25042,55001,55,08-02-2021,55.09
25043,55003,55,08-02-2021,670.91
25044,55005,55,08-02-2021,209.97
25045,55007,55,08-02-2021,509.82
25046,55009,55,08-02-2021,3514.11
25047,55011,55,08-02-2021,47.23
25048,55013,55,08-02-2021,26.35
25049,55015,55,08-02-2021,620.68
25050,55017,55,08-02-2021,457.29
25051,55019,55,08-02-2021,80.97
25052,55021,55,08-02-2021,571.69
25053,55023,55,08-02-2021,34.01
25054,55025,55,08-02-2021,7648.06
25055,55027,55,08-02-2021,327.92
25056,55029,55,08-02-2021,614.28
25057,55031,55,08-02-2021,106.78
25058,55033,55,08-02-2021,430.64
25059,55035,55,08-02-2021,468.11
25060,55037,55,08-02-2021,3.14
25061,55039,55,08-02-2021,434.58
25062,55041,55,08-02-2021,1.26
25063,55043,55,08-02-2021,168.37
25064,55045,55,08-02-2021,869.17
25065,55047,55,08-02-2021,62.46
25066,55049,55,08-02-2021,428.48
25067,55051,55,08-02-2021,1.13
25068,55053,55,08-02-2021,88.06
25069,55055,55,08-02-2021,693.02
25070,55057,55,08-02-2021,181.76
25071,55059,55,08-02-2021,1736.94
25072,55061,55,08-02-2021,445.51
25073,55063,55,08-02-2021,473.36
25074,55065,55,08-02-2021,43.34
25075,55067,55,08-02-2021,28.72
25076,55069,55,08-02-2021,310.36
25077,55071,55,08-02-2021,305.41
25078,55073,55,08-02-2021,744.87
25079,55075,55,08-02-2021,129.61
25080,55077,55,08-02-2021,48.69
25081,55078,55,08-02-2021,1.99
25082,55079,55,08-02-2021,17370.48
25083,55081,55,08-02-2021,311.12
25084,55083,55,08-02-2021,866.36
25085,55085,55,08-02-2021,561.49
25086,55087,55,08-02-2021,3254.32
25087,55089,55,08-02-2021,672.24
25088,55091,55,08-02-2021,42.74
25089,55093,55,08-02-2021,1227.98
25090,55095,55,08-02-2021,894.86
25091,55097,55,08-02-2021,290.72
25092,55099,55,08-02-2021,9.62
25093,55101,55,08-02-2021,3278.8
25094,55103,55,08-02-2021,42.17
25095,55105,55,08-02-2021,1542.27
25096,55107,55,08-02-2021,10.75
25097,55109,55,08-02-2021,687.07
25098,55111,55,08-02-2021,434.58
25099,55113,55,08-02-2021,669.2
